bars_analyzed,range_signals,trend_signals,first_timestamp,last_timestamp,interval,state_distribution,total_trades,winning_trades,losing_trades,win_rate,total_pnl,avg_pnl,max_drawdown,equity_end,atr_trending_ratio,range_reward_ratio
1000,0,64,2025-11-07 19:30:00+00:00,2025-11-18 05:15:00+00:00,15m,"{'transition': 656, 'consolidation': 155, 'trending': 128}",23,11,12,0.4782608695652174,0.024417057395606477,0.001061611191113325,0.006581270639834304,10.024417057395608,0.008,1.5
1000,0,64,2025-11-07 19:30:00+00:00,2025-11-18 05:15:00+00:00,15m,"{'transition': 656, 'consolidation': 155, 'trending': 128}",23,10,13,0.43478260869565216,0.011307696113464015,0.0004916389614549572,0.007139514978860585,10.011307696113466,0.008,2.0
1000,0,19,2025-11-07 19:30:00+00:00,2025-11-18 05:15:00+00:00,15m,"{'transition': 712, 'consolidation': 155, 'trending': 72}",8,2,6,0.25,-0.009163784648845446,-0.0011454730811056807,0.005198508995150177,9.990836215351155,0.012,1.5
1000,0,19,2025-11-07 19:30:00+00:00,2025-11-18 05:15:00+00:00,15m,"{'transition': 712, 'consolidation': 155, 'trending': 72}",9,3,6,0.3333333333333333,0.01980908771216935,0.0022010097457965945,0.005198508995150177,10.01980908771217,0.012,2.0
